,State,Region,Station,Date,Year,Month,Day,Volume,Duration,Intensity,Season
27,AK,Pacific,KENNY LAKE 7SE,2005-06-10,2005,6,10,10.0,1.0,10.0,Summer
28,AK,Pacific,KENNY LAKE 7SE,2005-06-12,2005,6,12,10.0,1.0,10.0,Summer
29,AK,Pacific,KENNY LAKE 7SE,2005-07-02,2005,7,2,30.0,3.0,10.0,Summer
30,AK,Pacific,KENNY LAKE 7SE,2005-07-02,2005,7,2,10.0,1.0,10.0,Summer
31,AK,Pacific,KENNY LAKE 7SE,2005-07-02,2005,7,2,10.0,1.0,10.0,Summer
32,AK,Pacific,KENNY LAKE 7SE,2005-07-02,2005,7,2,10.0,1.0,10.0,Summer
33,AK,Pacific,KENNY LAKE 7SE,2005-07-04,2005,7,4,10.0,1.0,10.0,Summer
34,AK,Pacific,KENNY LAKE 7SE,2005-07-17,2005,7,17,10.0,1.0,10.0,Summer
35,AK,Pacific,KENNY LAKE 7SE,2005-07-17,2005,7,17,10.0,1.0,10.0,Summer
36,AK,Pacific,KENNY LAKE 7SE,2005-07-18,2005,7,18,10.0,1.0,10.0,Summer
37,AK,Pacific,KENNY LAKE 7SE,2005-07-18,2005,7,18,10.0,1.0,10.0,Summer
38,AK,Pacific,KENNY LAKE 7SE,2005-07-18,2005,7,18,10.0,1.0,10.0,Summer
39,AK,Pacific,KENNY LAKE 7SE,2005-07-20,2005,7,20,40.0,3.0,13.333333333333334,Summer
40,AK,Pacific,KENNY LAKE 7SE,2005-07-23,2005,7,23,10.0,1.0,10.0,Summer
41,AK,Pacific,KENNY LAKE 7SE,2005-07-27,2005,7,27,10.0,1.0,10.0,Summer
42,AK,Pacific,KENNY LAKE 7SE,2005-07-28,2005,7,28,10.0,1.0,10.0,Summer
43,AK,Pacific,KENNY LAKE 7SE,2005-07-28,2005,7,28,10.0,1.0,10.0,Summer
44,AK,Pacific,KENNY LAKE 7SE,2005-07-30,2005,7,30,10.0,1.0,10.0,Summer
45,AK,Pacific,KENNY LAKE 7SE,2005-07-30,2005,7,30,10.0,1.0,10.0,Summer
46,AK,Pacific,KENNY LAKE 7SE,2005-07-30,2005,7,30,10.0,1.0,10.0,Summer
47,AK,Pacific,KENNY LAKE 7SE,2005-07-30,2005,7,30,10.0,1.0,10.0,Summer
48,AK,Pacific,KENNY LAKE 7SE,2005-07-30,2005,7,30,10.0,1.0,10.0,Summer
49,AK,Pacific,KENNY LAKE 7SE,2005-07-31,2005,7,31,10.0,1.0,10.0,Summer
50,AK,Pacific,KENNY LAKE 7SE,2005-07-31,2005,7,31,20.0,1.0,20.0,Summer
51,AK,Pacific,KENNY LAKE 7SE,2005-07-31,2005,7,31,30.0,3.0,10.0,Summer
52,AK,Pacific,KENNY LAKE 7SE,2005-07-31,2005,7,31,20.0,2.0,10.0,Summer
53,AK,Pacific,KENNY LAKE 7SE,2005-07-31,2005,7,31,10.0,1.0,10.0,Summer
54,AK,Pacific,KENNY LAKE 7SE,2005-08-03,2005,8,3,10.0,1.0,10.0,Summer
55,AK,Pacific,KENNY LAKE 7SE,2005-08-03,2005,8,3,10.0,1.0,10.0,Summer
56,AK,Pacific,KENNY LAKE 7SE,2005-08-04,2005,8,4,10.0,1.0,10.0,Summer
57,AK,Pacific,KENNY LAKE 7SE,2005-08-29,2005,8,29,10.0,1.0,10.0,Summer
58,AK,Pacific,KENNY LAKE 7SE,2005-08-30,2005,8,30,20.0,2.0,10.0,Summer
59,AK,Pacific,KENNY LAKE 7SE,2005-09-07,2005,9,7,10.0,1.0,10.0,Fall
60,AK,Pacific,KENNY LAKE 7SE,2005-09-09,2005,9,9,10.0,1.0,10.0,Fall
61,AK,Pacific,KENNY LAKE 7SE,2005-10-04,2005,10,4,20.0,1.0,20.0,Fall
62,AK,Pacific,KENNY LAKE 7SE,2005-10-04,2005,10,4,10.0,1.0,10.0,Fall
63,AK,Pacific,MCCARTHY 3 SW,1997-04-30,1997,4,30,10.0,1.0,10.0,Spring
64,AK,Pacific,MCCARTHY 3 SW,1998-02-02,1998,2,2,10.0,1.0,10.0,Winter
65,AK,Pacific,MCCARTHY 3 SW,1998-03-30,1998,3,30,10.0,1.0,10.0,Spring
66,AK,Pacific,MCCARTHY 3 SW,1998-07-07,1998,7,7,10.0,1.0,10.0,Summer
67,AK,Pacific,MCCARTHY 3 SW,1998-07-08,1998,7,8,10.0,1.0,10.0,Summer
68,AK,Pacific,MCCARTHY 3 SW,1998-07-19,1998,7,19,10.0,1.0,10.0,Summer
69,AK,Pacific,MCCARTHY 3 SW,1999-02-05,1999,2,5,10.0,1.0,10.0,Winter
70,AK,Pacific,MCCARTHY 3 SW,1999-02-12,1999,2,12,10.0,1.0,10.0,Winter
71,AK,Pacific,MCCARTHY 3 SW,1999-02-12,1999,2,12,10.0,1.0,10.0,Winter
72,AK,Pacific,MCCARTHY 3 SW,1999-02-12,1999,2,12,10.0,1.0,10.0,Winter
73,AK,Pacific,MCCARTHY 3 SW,1999-03-10,1999,3,10,10.0,1.0,10.0,Spring
74,AK,Pacific,MCCARTHY 3 SW,1999-03-10,1999,3,10,120.0,1.0,120.0,Spring
75,AK,Pacific,MCCARTHY 3 SW,1999-03-14,1999,3,14,10.0,1.0,10.0,Spring
76,AK,Pacific,MCCARTHY 3 SW,1999-03-16,1999,3,16,10.0,1.0,10.0,Spring
77,AK,Pacific,MCCARTHY 3 SW,1999-04-06,1999,4,6,10.0,1.0,10.0,Spring
78,AK,Pacific,MCCARTHY 3 SW,1999-04-06,1999,4,6,10.0,1.0,10.0,Spring
79,AK,Pacific,MCCARTHY 3 SW,1999-04-15,1999,4,15,10.0,1.0,10.0,Spring
80,AK,Pacific,MCCARTHY 3 SW,1999-04-15,1999,4,15,10.0,1.0,10.0,Spring
81,AK,Pacific,MCCARTHY 3 SW,1999-04-15,1999,4,15,10.0,1.0,10.0,Spring
82,AK,Pacific,MCCARTHY 3 SW,1999-04-21,1999,4,21,10.0,1.0,10.0,Spring
83,AK,Pacific,MCCARTHY 3 SW,1999-04-27,1999,4,27,10.0,1.0,10.0,Spring
84,AK,Pacific,MCCARTHY 3 SW,1999-05-07,1999,5,7,30.0,2.0,15.0,Spring
85,AK,Pacific,MCCARTHY 3 SW,1999-05-07,1999,5,7,10.0,1.0,10.0,Spring
86,AK,Pacific,MCCARTHY 3 SW,1999-05-07,1999,5,7,20.0,2.0,10.0,Spring
87,AK,Pacific,MCCARTHY 3 SW,1999-05-25,1999,5,25,10.0,1.0,10.0,Spring
88,AK,Pacific,MCCARTHY 3 SW,1999-05-25,1999,5,25,10.0,1.0,10.0,Spring
89,AK,Pacific,MCCARTHY 3 SW,1999-05-25,1999,5,25,10.0,1.0,10.0,Spring
90,AK,Pacific,MCCARTHY 3 SW,1999-05-27,1999,5,27,10.0,1.0,10.0,Spring
91,AK,Pacific,MCCARTHY 3 SW,1999-05-29,1999,5,29,10.0,1.0,10.0,Spring
92,AK,Pacific,MCCARTHY 3 SW,1999-05-30,1999,5,30,30.0,3.0,10.0,Spring
93,AK,Pacific,MCCARTHY 3 SW,1999-05-31,1999,5,31,10.0,1.0,10.0,Spring
94,AK,Pacific,MCCARTHY 3 SW,1999-08-07,1999,8,7,10.0,1.0,10.0,Summer
95,AK,Pacific,MCCARTHY 3 SW,1999-08-07,1999,8,7,20.0,1.0,20.0,Summer
96,AK,Pacific,MCCARTHY 3 SW,1999-08-07,1999,8,7,10.0,1.0,10.0,Summer
97,AK,Pacific,MCCARTHY 3 SW,1999-08-08,1999,8,8,10.0,1.0,10.0,Summer
98,AK,Pacific,MCCARTHY 3 SW,1999-08-09,1999,8,9,10.0,1.0,10.0,Summer
99,AK,Pacific,MCCARTHY 3 SW,1999-08-12,1999,8,12,10.0,1.0,10.0,Summer
100,AK,Pacific,MCCARTHY 3 SW,1999-08-12,1999,8,12,20.0,1.0,20.0,Summer
101,AK,Pacific,MCCARTHY 3 SW,1999-08-12,1999,8,12,10.0,1.0,10.0,Summer
102,AK,Pacific,MCCARTHY 3 SW,1999-08-13,1999,8,13,40.0,3.0,13.333333333333334,Summer
103,AK,Pacific,MCCARTHY 3 SW,1999-08-14,1999,8,14,10.0,1.0,10.0,Summer
104,AK,Pacific,MCCARTHY 3 SW,1999-08-15,1999,8,15,10.0,1.0,10.0,Summer
105,AK,Pacific,MCCARTHY 3 SW,1999-10-01,1999,10,1,10.0,1.0,10.0,Fall
106,AK,Pacific,MCCARTHY 3 SW,1999-10-01,1999,10,1,10.0,1.0,10.0,Fall
107,AK,Pacific,MCCARTHY 3 SW,1999-10-02,1999,10,2,10.0,1.0,10.0,Fall
108,AK,Pacific,MCCARTHY 3 SW,1999-10-04,1999,10,4,10.0,1.0,10.0,Fall
109,AK,Pacific,MCCARTHY 3 SW,1999-10-04,1999,10,4,10.0,1.0,10.0,Fall
110,AK,Pacific,MCCARTHY 3 SW,1999-10-05,1999,10,5,10.0,1.0,10.0,Fall
111,AK,Pacific,MCCARTHY 3 SW,1999-10-05,1999,10,5,10.0,1.0,10.0,Fall
112,AK,Pacific,MCCARTHY 3 SW,1999-10-08,1999,10,8,10.0,1.0,10.0,Fall
113,AK,Pacific,MCCARTHY 3 SW,2000-04-03,2000,4,3,10.0,1.0,10.0,Spring
114,AK,Pacific,MCCARTHY 3 SW,2000-04-04,2000,4,4,10.0,1.0,10.0,Spring
115,AK,Pacific,MCCARTHY 3 SW,2000-04-05,2000,4,5,10.0,1.0,10.0,Spring
116,AK,Pacific,MCCARTHY 3 SW,2000-04-05,2000,4,5,20.0,2.0,10.0,Spring
117,AK,Pacific,MCCARTHY 3 SW,2000-05-06,2000,5,6,10.0,1.0,10.0,Spring
118,AK,Pacific,MCCARTHY 3 SW,2000-05-07,2000,5,7,10.0,1.0,10.0,Spring
119,AK,Pacific,MCCARTHY 3 SW,2000-05-07,2000,5,7,10.0,1.0,10.0,Spring
120,AK,Pacific,MCCARTHY 3 SW,2000-05-14,2000,5,14,10.0,1.0,10.0,Spring
121,AK,Pacific,MCCARTHY 3 SW,2000-05-19,2000,5,19,10.0,1.0,10.0,Spring
122,AK,Pacific,MCCARTHY 3 SW,2000-05-20,2000,5,20,10.0,1.0,10.0,Spring
123,AK,Pacific,MCCARTHY 3 SW,2000-05-21,2000,5,21,20.0,1.0,20.0,Spring
124,AK,Pacific,MCCARTHY 3 SW,2000-05-21,2000,5,21,10.0,1.0,10.0,Spring
125,AK,Pacific,MCCARTHY 3 SW,2000-05-22,2000,5,22,10.0,1.0,10.0,Spring
126,AK,Pacific,MCCARTHY 3 SW,2000-05-26,2000,5,26,10.0,1.0,10.0,Spring
127,AK,Pacific,MCCARTHY 3 SW,2000-05-27,2000,5,27,10.0,1.0,10.0,Spring
128,AK,Pacific,MCCARTHY 3 SW,2000-05-30,2000,5,30,10.0,1.0,10.0,Spring
129,AK,Pacific,MCCARTHY 3 SW,2000-07-10,2000,7,10,20.0,2.0,10.0,Summer
130,AK,Pacific,MCCARTHY 3 SW,2000-07-13,2000,7,13,10.0,1.0,10.0,Summer
131,AK,Pacific,MCCARTHY 3 SW,2000-07-16,2000,7,16,10.0,1.0,10.0,Summer
132,AK,Pacific,MCCARTHY 3 SW,2000-07-16,2000,7,16,30.0,3.0,10.0,Summer
133,AK,Pacific,MCCARTHY 3 SW,2000-07-25,2000,7,25,10.0,1.0,10.0,Summer
134,AK,Pacific,MCCARTHY 3 SW,2000-12-05,2000,12,5,10.0,1.0,10.0,Winter
135,AK,Pacific,MCCARTHY 3 SW,2001-03-20,2001,3,20,10.0,1.0,10.0,Spring
136,AK,Pacific,MCCARTHY 3 SW,2001-03-26,2001,3,26,10.0,1.0,10.0,Spring
137,AK,Pacific,MCCARTHY 3 SW,2001-05-15,2001,5,15,20.0,1.0,20.0,Spring
138,AK,Pacific,MCCARTHY 3 SW,2001-05-15,2001,5,15,30.0,3.0,10.0,Spring
139,AK,Pacific,MCCARTHY 3 SW,2001-05-16,2001,5,16,10.0,1.0,10.0,Spring
140,AK,Pacific,MCCARTHY 3 SW,2001-05-16,2001,5,16,10.0,1.0,10.0,Spring
141,AK,Pacific,MCCARTHY 3 SW,2001-05-17,2001,5,17,30.0,1.0,30.0,Spring
142,AK,Pacific,MCCARTHY 3 SW,2001-05-22,2001,5,22,10.0,1.0,10.0,Spring
143,AK,Pacific,MCCARTHY 3 SW,2001-05-22,2001,5,22,10.0,1.0,10.0,Spring
144,AK,Pacific,MCCARTHY 3 SW,2001-05-29,2001,5,29,10.0,1.0,10.0,Spring
145,AK,Pacific,MCCARTHY 3 SW,2001-05-29,2001,5,29,30.0,2.0,15.0,Spring
146,AK,Pacific,MCCARTHY 3 SW,2001-05-29,2001,5,29,10.0,1.0,10.0,Spring
147,AK,Pacific,MCCARTHY 3 SW,2001-05-29,2001,5,29,10.0,1.0,10.0,Spring
148,AK,Pacific,MCCARTHY 3 SW,2001-05-30,2001,5,30,20.0,1.0,20.0,Spring
149,AK,Pacific,MCCARTHY 3 SW,2001-05-30,2001,5,30,10.0,1.0,10.0,Spring
150,AK,Pacific,MCCARTHY 3 SW,2001-05-30,2001,5,30,20.0,2.0,10.0,Spring
151,AK,Pacific,MCCARTHY 3 SW,2002-04-11,2002,4,11,10.0,1.0,10.0,Spring
152,AK,Pacific,MCCARTHY 3 SW,2002-04-18,2002,4,18,10.0,1.0,10.0,Spring
153,AK,Pacific,MCCARTHY 3 SW,2002-04-21,2002,4,21,20.0,2.0,10.0,Spring
154,AK,Pacific,MCCARTHY 3 SW,2002-05-08,2002,5,8,10.0,1.0,10.0,Spring
155,AK,Pacific,MCCARTHY 3 SW,2002-05-10,2002,5,10,10.0,1.0,10.0,Spring
156,AK,Pacific,MCCARTHY 3 SW,2002-05-10,2002,5,10,10.0,1.0,10.0,Spring
157,AK,Pacific,MCCARTHY 3 SW,2002-05-14,2002,5,14,40.0,2.0,20.0,Spring
158,AK,Pacific,MCCARTHY 3 SW,2002-05-15,2002,5,15,50.0,5.0,10.0,Spring
159,AK,Pacific,MCCARTHY 3 SW,2002-05-15,2002,5,15,10.0,1.0,10.0,Spring
160,AK,Pacific,MCCARTHY 3 SW,2002-05-15,2002,5,15,10.0,1.0,10.0,Spring
161,AK,Pacific,MCCARTHY 3 SW,2002-05-29,2002,5,29,20.0,2.0,10.0,Spring
162,AK,Pacific,MCCARTHY 3 SW,2002-05-30,2002,5,30,10.0,1.0,10.0,Spring
163,AK,Pacific,MCCARTHY 3 SW,2002-05-30,2002,5,30,20.0,2.0,10.0,Spring
164,AK,Pacific,MCCARTHY 3 SW,2002-05-30,2002,5,30,10.0,1.0,10.0,Spring
165,AK,Pacific,MCCARTHY 3 SW,2002-05-31,2002,5,31,30.0,2.0,15.0,Spring
166,AK,Pacific,MCCARTHY 3 SW,2002-06-01,2002,6,1,10.0,1.0,10.0,Summer
167,AK,Pacific,MCCARTHY 3 SW,2002-06-05,2002,6,5,10.0,1.0,10.0,Summer
168,AK,Pacific,MCCARTHY 3 SW,2003-03-29,2003,3,29,10.0,1.0,10.0,Spring
169,AK,Pacific,MCCARTHY 3 SW,2003-03-29,2003,3,29,10.0,1.0,10.0,Spring
170,AK,Pacific,MCCARTHY 3 SW,2003-06-13,2003,6,13,10.0,1.0,10.0,Summer
171,AK,Pacific,MCCARTHY 3 SW,2003-06-14,2003,6,14,10.0,1.0,10.0,Summer
172,AK,Pacific,MCCARTHY 3 SW,2003-06-18,2003,6,18,20.0,2.0,10.0,Summer
173,AK,Pacific,MCCARTHY 3 SW,2003-06-18,2003,6,18,10.0,1.0,10.0,Summer
174,AK,Pacific,MCCARTHY 3 SW,2003-06-19,2003,6,19,10.0,1.0,10.0,Summer
175,AK,Pacific,MCCARTHY 3 SW,2003-06-19,2003,6,19,10.0,1.0,10.0,Summer
176,AK,Pacific,MCCARTHY 3 SW,2003-07-02,2003,7,2,10.0,1.0,10.0,Summer
177,AK,Pacific,MCCARTHY 3 SW,2003-07-03,2003,7,3,20.0,2.0,10.0,Summer
178,AK,Pacific,MCCARTHY 3 SW,2003-07-03,2003,7,3,10.0,1.0,10.0,Summer
179,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,30.0,3.0,10.0,Summer
180,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,10.0,1.0,10.0,Summer
181,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,20.0,2.0,10.0,Summer
182,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,10.0,1.0,10.0,Summer
183,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,10.0,1.0,10.0,Summer
184,AK,Pacific,MCCARTHY 3 SW,2003-07-21,2003,7,21,20.0,2.0,10.0,Summer
185,AK,Pacific,MCCARTHY 3 SW,2003-07-28,2003,7,28,10.0,1.0,10.0,Summer
186,AK,Pacific,MCCARTHY 3 SW,2003-07-29,2003,7,29,10.0,1.0,10.0,Summer
187,AK,Pacific,MCCARTHY 3 SW,2003-08-12,2003,8,12,10.0,1.0,10.0,Summer
188,AK,Pacific,MCCARTHY 3 SW,2003-08-12,2003,8,12,10.0,1.0,10.0,Summer
189,AK,Pacific,MCCARTHY 3 SW,2003-08-12,2003,8,12,10.0,1.0,10.0,Summer
190,AK,Pacific,MCCARTHY 3 SW,2003-08-13,2003,8,13,10.0,1.0,10.0,Summer
191,AK,Pacific,MCCARTHY 3 SW,2003-08-15,2003,8,15,10.0,1.0,10.0,Summer
192,AK,Pacific,MCCARTHY 3 SW,2003-08-16,2003,8,16,10.0,1.0,10.0,Summer
193,AK,Pacific,MCCARTHY 3 SW,2003-08-26,2003,8,26,10.0,1.0,10.0,Summer
194,AK,Pacific,MCCARTHY 3 SW,2003-08-29,2003,8,29,10.0,1.0,10.0,Summer
195,AK,Pacific,MCCARTHY 3 SW,2003-08-30,2003,8,30,10.0,1.0,10.0,Summer
196,AK,Pacific,MCCARTHY 3 SW,2003-09-02,2003,9,2,10.0,1.0,10.0,Fall
197,AK,Pacific,MCCARTHY 3 SW,2003-09-20,2003,9,20,10.0,1.0,10.0,Fall
198,AK,Pacific,MCCARTHY 3 SW,2003-09-20,2003,9,20,10.0,1.0,10.0,Fall
199,AK,Pacific,MCCARTHY 3 SW,2003-09-25,2003,9,25,10.0,1.0,10.0,Fall
200,AK,Pacific,MCCARTHY 3 SW,2003-09-29,2003,9,29,10.0,1.0,10.0,Fall
201,AK,Pacific,MCCARTHY 3 SW,2003-10-03,2003,10,3,10.0,1.0,10.0,Fall
202,AK,Pacific,MCCARTHY 3 SW,2003-10-03,2003,10,3,10.0,1.0,10.0,Fall
203,AK,Pacific,MCCARTHY 3 SW,2003-10-22,2003,10,22,10.0,1.0,10.0,Fall
204,AK,Pacific,MCCARTHY 3 SW,2003-10-25,2003,10,25,10.0,1.0,10.0,Fall
205,AK,Pacific,MCCARTHY 3 SW,2003-10-25,2003,10,25,10.0,1.0,10.0,Fall
206,AK,Pacific,MCCARTHY 3 SW,2003-11-02,2003,11,2,10.0,1.0,10.0,Fall
207,AK,Pacific,MCCARTHY 3 SW,2003-11-07,2003,11,7,10.0,1.0,10.0,Fall
208,AK,Pacific,MCCARTHY 3 SW,2003-11-07,2003,11,7,10.0,1.0,10.0,Fall
209,AK,Pacific,MCCARTHY 3 SW,2003-11-08,2003,11,8,10.0,1.0,10.0,Fall
210,AK,Pacific,MCCARTHY 3 SW,2003-11-12,2003,11,12,10.0,1.0,10.0,Fall
211,AK,Pacific,MCCARTHY 3 SW,2003-11-12,2003,11,12,10.0,1.0,10.0,Fall
212,AK,Pacific,MCCARTHY 3 SW,2003-11-14,2003,11,14,10.0,1.0,10.0,Fall
213,AK,Pacific,MCCARTHY 3 SW,2003-11-14,2003,11,14,40.0,4.0,10.0,Fall
214,AK,Pacific,MCCARTHY 3 SW,2003-11-15,2003,11,15,10.0,1.0,10.0,Fall
215,AK,Pacific,MCCARTHY 3 SW,2003-11-15,2003,11,15,10.0,1.0,10.0,Fall
216,AK,Pacific,MCCARTHY 3 SW,2003-11-16,2003,11,16,10.0,1.0,10.0,Fall
217,AK,Pacific,MCCARTHY 3 SW,2003-11-20,2003,11,20,10.0,1.0,10.0,Fall
218,AK,Pacific,MCCARTHY 3 SW,2003-11-21,2003,11,21,30.0,3.0,10.0,Fall
219,AK,Pacific,MCCARTHY 3 SW,2003-11-22,2003,11,22,10.0,1.0,10.0,Fall
220,AK,Pacific,MCCARTHY 3 SW,2003-11-23,2003,11,23,10.0,1.0,10.0,Fall
221,AK,Pacific,MCCARTHY 3 SW,2003-11-23,2003,11,23,10.0,1.0,10.0,Fall
222,AK,Pacific,MCCARTHY 3 SW,2003-11-23,2003,11,23,10.0,1.0,10.0,Fall
223,AK,Pacific,MCCARTHY 3 SW,2003-11-24,2003,11,24,20.0,1.0,20.0,Fall
224,AK,Pacific,MCCARTHY 3 SW,2003-11-28,2003,11,28,20.0,1.0,20.0,Fall
225,AK,Pacific,MCCARTHY 3 SW,2003-12-21,2003,12,21,10.0,1.0,10.0,Winter
226,AK,Pacific,MCCARTHY 3 SW,2003-12-22,2003,12,22,10.0,1.0,10.0,Winter
227,AK,Pacific,MCCARTHY 3 SW,2003-12-22,2003,12,22,10.0,1.0,10.0,Winter
228,AK,Pacific,MCCARTHY 3 SW,2003-12-23,2003,12,23,10.0,1.0,10.0,Winter
229,AK,Pacific,MCCARTHY 3 SW,2003-12-25,2003,12,25,10.0,1.0,10.0,Winter
230,AK,Pacific,MCCARTHY 3 SW,2003-12-28,2003,12,28,10.0,1.0,10.0,Winter
231,AK,Pacific,MCCARTHY 3 SW,2003-12-29,2003,12,29,10.0,1.0,10.0,Winter
232,AK,Pacific,MCCARTHY 3 SW,2004-01-04,2004,1,4,10.0,1.0,10.0,Winter
233,AK,Pacific,MCCARTHY 3 SW,2004-01-30,2004,1,30,10.0,1.0,10.0,Winter
234,AK,Pacific,MCCARTHY 3 SW,2004-04-17,2004,4,17,10.0,1.0,10.0,Spring
235,AK,Pacific,MCCARTHY 3 SW,2004-05-02,2004,5,2,10.0,1.0,10.0,Spring
236,AK,Pacific,MCCARTHY 3 SW,2004-05-02,2004,5,2,10.0,1.0,10.0,Spring
237,AK,Pacific,MCCARTHY 3 SW,2004-05-02,2004,5,2,20.0,2.0,10.0,Spring
238,AK,Pacific,MCCARTHY 3 SW,2004-05-23,2004,5,23,10.0,1.0,10.0,Spring
239,AK,Pacific,MCCARTHY 3 SW,2004-05-23,2004,5,23,10.0,1.0,10.0,Spring
240,AK,Pacific,MCCARTHY 3 SW,2004-05-23,2004,5,23,10.0,1.0,10.0,Spring
241,AK,Pacific,MCCARTHY 3 SW,2004-05-24,2004,5,24,10.0,1.0,10.0,Spring
242,AK,Pacific,MCCARTHY 3 SW,2004-05-25,2004,5,25,10.0,1.0,10.0,Spring
243,AK,Pacific,MCCARTHY 3 SW,2004-05-28,2004,5,28,20.0,2.0,10.0,Spring
244,AK,Pacific,MCCARTHY 3 SW,2004-05-31,2004,5,31,10.0,1.0,10.0,Spring
245,AK,Pacific,MCCARTHY 3 SW,2004-05-31,2004,5,31,10.0,1.0,10.0,Spring
246,AK,Pacific,MCCARTHY 3 SW,2004-06-01,2004,6,1,10.0,1.0,10.0,Summer
247,AK,Pacific,MCCARTHY 3 SW,2004-06-07,2004,6,7,10.0,1.0,10.0,Summer
248,AK,Pacific,MCCARTHY 3 SW,2004-06-09,2004,6,9,10.0,1.0,10.0,Summer
249,AK,Pacific,MCCARTHY 3 SW,2004-06-10,2004,6,10,10.0,1.0,10.0,Summer
250,AK,Pacific,MCCARTHY 3 SW,2004-06-11,2004,6,11,10.0,1.0,10.0,Summer
251,AK,Pacific,MCCARTHY 3 SW,2004-07-02,2004,7,2,10.0,1.0,10.0,Summer
252,AK,Pacific,MCCARTHY 3 SW,2004-07-03,2004,7,3,20.0,1.0,20.0,Summer
253,AK,Pacific,MCCARTHY 3 SW,2004-07-03,2004,7,3,10.0,1.0,10.0,Summer
254,AK,Pacific,MCCARTHY 3 SW,2004-07-05,2004,7,5,20.0,2.0,10.0,Summer
255,AK,Pacific,MCCARTHY 3 SW,2004-07-05,2004,7,5,10.0,1.0,10.0,Summer
256,AK,Pacific,MCCARTHY 3 SW,2004-07-09,2004,7,9,10.0,1.0,10.0,Summer
257,AK,Pacific,MCCARTHY 3 SW,2004-07-09,2004,7,9,10.0,1.0,10.0,Summer
258,AK,Pacific,MCCARTHY 3 SW,2004-07-24,2004,7,24,10.0,1.0,10.0,Summer
259,AK,Pacific,MCCARTHY 3 SW,2004-07-27,2004,7,27,10.0,1.0,10.0,Summer
260,AK,Pacific,MCCARTHY 3 SW,2004-07-28,2004,7,28,10.0,1.0,10.0,Summer
261,AK,Pacific,MCCARTHY 3 SW,2004-07-28,2004,7,28,10.0,1.0,10.0,Summer
262,AK,Pacific,MCCARTHY 3 SW,2004-07-30,2004,7,30,10.0,1.0,10.0,Summer
